CustomerID,Gender,IsElderly,IsMarried,HasDependents,Tenure,PhoneService,InternetService,SecurityService,TechnicalSupport,StreamingTV,ContractType,PaymentMethod,MonthlyPayment,TotalPaid,Churn
1891-QRQSA,male,True,True,True,64,True,fiber optic,True,True,True,two year,bank transfer (automatic),71.45,7099.0,False
8028-PNXHQ,male,False,True,True,62,True,no,False,False,False,two year,bank transfer (automatic),71.45,1424.6,False
5630-AHZIL,female,False,False,True,3,True,dsl,True,True,False,month-to-month,bank transfer (automatic),71.45,177.4,False
2673-CXQEU,female,True,False,False,56,True,fiber optic,True,False,True,one year,electronic check,71.45,6139.5,False
6416-JNVRK,female,False,False,False,46,True,dsl,False,False,False,one year,credit card (automatic),71.45,2688.85,False
5590-ZSKRV,female,False,True,True,8,True,dsl,True,False,False,month-to-month,mailed check,71.45,482.25,False
0191-ZHSKZ,male,True,False,False,30,True,dsl,True,False,True,month-to-month,electronic check,71.45,2111.3,False
3887-PBQAO,female,False,True,True,45,True,no,False,False,False,one year,credit card (automatic),71.45,1216.6,False
5919-TMRGD,female,False,False,True,1,True,fiber optic,False,False,True,month-to-month,electronic check,71.45,79.35,True
8108-UXRQN,female,False,True,True,11,False,dsl,True,False,True,month-to-month,electronic check,71.45,565.35,False
9191-MYQKX,female,False,True,False,7,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),71.45,496.9,True
9919-YLNNG,female,False,False,False,42,True,fiber optic,False,True,True,month-to-month,bank transfer (automatic),71.45,4327.5,False
0318-ZOPWS,female,False,True,False,49,True,no,False,False,False,two year,bank transfer (automatic),71.45,973.35,False
4445-ZJNMU,male,False,False,False,9,True,fiber optic,False,False,True,month-to-month,credit card (automatic),71.45,918.75,False
4808-YNLEU,female,False,True,False,35,True,dsl,True,False,True,one year,bank transfer (automatic),71.45,2215.45,False
1862-QRWPE,female,False,True,True,48,True,no,False,False,False,two year,bank transfer (automatic),71.45,1057.0,False
2796-NNUFI,female,False,True,True,46,True,no,False,False,False,two year,mailed check,71.45,927.1,False
3016-KSVCP,male,False,True,False,29,False,dsl,False,False,True,month-to-month,mailed check,71.45,1009.25,False
4767-HZZHQ,male,False,True,True,30,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),71.45,2570.2,False
2424-WVHPL,male,True,False,False,1,True,fiber optic,False,True,False,month-to-month,electronic check,71.45,74.7,False
7233-PAHHL,male,False,True,True,66,True,dsl,True,True,True,two year,mailed check,71.45,5714.25,False
6067-NGCEU,female,False,False,False,65,True,fiber optic,True,False,True,month-to-month,credit card (automatic),71.45,7107.0,False
9848-JQJTX,male,False,False,False,72,True,fiber optic,False,False,True,two year,bank transfer (automatic),71.45,7459.05,False
8637-XJIVR,female,False,False,False,12,True,fiber optic,True,False,False,month-to-month,electronic check,71.45,927.35,True
9803-FTJCG,male,False,True,True,71,True,dsl,True,True,False,one year,credit card (automatic),71.45,4748.7,False
0278-YXOOG,male,False,False,False,5,True,no,False,False,False,month-to-month,mailed check,71.45,113.85,True
3212-KXOCR,male,False,False,False,52,True,no,False,False,False,two year,bank transfer (automatic),71.45,1107.2,False
4598-XLKNJ,female,True,True,False,25,True,fiber optic,False,False,True,month-to-month,electronic check,71.45,2514.5,True
6380-ARCEH,male,False,False,False,1,True,no,False,False,False,month-to-month,mailed check,71.45,20.2,False
3679-XASPY,female,False,True,True,1,True,no,False,False,False,month-to-month,electronic check,71.45,19.45,False
7123-WQUHX,male,False,False,False,38,True,fiber optic,False,True,True,one year,bank transfer (automatic),71.45,3605.6,False
5386-THSLQ,female,True,True,False,66,False,dsl,False,False,True,one year,bank transfer (automatic),71.45,3027.25,False
3192-NQECA,male,False,True,False,68,True,fiber optic,False,True,True,two year,bank transfer (automatic),71.45,7611.85,True
6180-YBIQI,male,False,False,False,5,False,dsl,False,False,False,month-to-month,mailed check,71.45,100.2,False
6728-DKUCO,female,False,True,True,72,True,fiber optic,True,False,True,one year,electronic check,71.45,7303.05,False
9750-BOOHV,female,False,False,False,32,False,dsl,True,False,False,one year,mailed check,71.45,927.65,False
8597-CWYHH,male,False,False,False,43,True,fiber optic,False,False,True,one year,mailed check,71.45,3921.3,False
2848-YXSMW,male,False,True,True,72,True,no,False,False,False,two year,credit card (automatic),71.45,1363.25,False
0486-HECZI,male,False,True,False,55,True,fiber optic,True,False,True,month-to-month,electronic check,71.45,5238.9,True
4549-ZDQYY,female,False,False,False,52,True,dsl,True,True,False,one year,credit card (automatic),71.45,3042.25,False
5712-AHQNN,female,False,False,False,43,True,fiber optic,False,False,True,month-to-month,electronic check,71.45,3954.1,False
4846-WHAFZ,female,True,True,False,37,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,2868.15,True
5256-SKJGO,female,False,True,True,64,False,dsl,False,True,True,two year,electronic check,71.45,3423.5,False
3071-VBYPO,male,False,True,True,3,True,fiber optic,True,False,True,month-to-month,electronic check,71.45,248.4,False
9560-BBZXK,female,False,False,False,36,False,dsl,True,False,False,two year,bank transfer (automatic),71.45,1126.35,False
5299-RULOA,female,False,True,True,10,True,fiber optic,True,False,True,month-to-month,electronic check,71.45,1064.65,True
8402-OOOHJ,female,False,False,False,41,True,no,False,False,False,two year,mailed check,71.45,835.15,False
9445-ZUEQE,male,False,True,True,27,True,fiber optic,False,True,False,month-to-month,credit card (automatic),71.45,2151.6,False
1091-SOZGA,female,False,True,True,56,True,fiber optic,False,False,True,one year,credit card (automatic),71.45,5515.45,False
2928-HLDBA,female,False,False,False,6,True,no,False,False,False,month-to-month,mailed check,71.45,112.75,False
0404-SWRVG,male,False,False,False,3,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,229.55,True
6497-TILVL,female,False,True,True,7,True,dsl,True,False,False,month-to-month,mailed check,71.45,350.35,False
7219-TLZHO,female,False,True,True,4,True,no,False,False,False,month-to-month,mailed check,71.45,62.9,False
4622-YNKIJ,male,False,False,False,33,True,fiber optic,True,True,True,two year,electronic check,71.45,3027.65,False
4412-YLTKF,female,True,False,False,27,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,2135.5,True
6734-PSBAW,male,False,True,False,72,True,no,False,False,False,two year,bank transfer (automatic),71.45,1723.95,False
3930-ZGWVE,male,False,False,False,1,True,no,False,False,False,month-to-month,mailed check,71.45,19.75,False
2639-UGMAZ,male,True,False,False,71,False,dsl,True,False,True,one year,electronic check,71.45,3985.35,False
2876-GZYZC,female,False,False,False,13,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,1215.65,False
6207-WIOLX,female,False,True,True,25,False,dsl,True,False,True,month-to-month,credit card (automatic),71.45,1502.65,True
8587-XYZSF,male,False,False,False,67,True,dsl,False,True,False,two year,bank transfer (automatic),71.45,3260.1,False
3091-FYHKI,male,False,False,False,1,False,dsl,False,False,False,month-to-month,electronic check,71.45,35.45,True
2372-HWUHI,male,False,False,False,2,True,dsl,False,False,False,month-to-month,electronic check,71.45,81.25,True
7799-LGRDP,female,False,False,False,43,True,no,False,False,False,two year,credit card (automatic),71.45,1188.2,False
7850-VWJUU,female,False,False,False,23,True,fiber optic,True,False,False,month-to-month,bank transfer (automatic),71.45,1778.5,False
3774-VBNXY,female,False,True,True,64,True,no,False,False,False,two year,mailed check,71.45,1277.75,False
6217-KDYWC,male,False,False,True,57,True,no,False,False,False,two year,mailed check,71.45,1170.55,False
0390-DCFDQ,female,True,True,False,1,True,fiber optic,False,False,False,month-to-month,mailed check,71.45,70.45,True
3146-MSEGF,female,True,True,True,72,True,dsl,True,True,True,two year,credit card (automatic),71.45,6425.65,False
4080-OGPJL,female,False,False,False,8,True,dsl,True,True,False,month-to-month,electronic check,71.45,563.65,True
1095-WGNGG,female,False,True,False,61,True,fiber optic,False,False,True,two year,bank transfer (automatic),71.45,5971.25,False
2636-SJDOU,male,False,False,False,64,True,fiber optic,True,False,False,one year,credit card (automatic),71.45,5289.05,False
1131-QQZEB,male,True,True,False,71,True,no,False,False,False,two year,bank transfer (automatic),71.45,1756.2,False
5716-EZXZN,female,False,True,True,65,True,fiber optic,True,True,True,two year,credit card (automatic),71.45,6416.7,False
6837-BJYDQ,male,False,False,False,3,True,no,False,False,False,one year,mailed check,71.45,61.35,False
2135-RXIHG,male,False,False,False,1,True,dsl,False,False,False,month-to-month,electronic check,71.45,45.65,True
6440-DKQGE,male,False,False,True,30,True,dsl,False,False,True,one year,credit card (automatic),71.45,1929.95,False
3466-BYAVD,male,False,True,True,15,True,dsl,False,True,False,month-to-month,mailed check,71.45,1071.4,False
3780-YVMFA,female,False,True,True,8,True,dsl,False,True,True,month-to-month,electronic check,71.45,564.35,False
3874-EQOEP,male,False,False,False,7,True,fiber optic,False,False,True,month-to-month,mailed check,71.45,655.5,True
1679-JRFBR,female,False,True,True,70,True,fiber optic,True,False,True,one year,credit card (automatic),71.45,7930.55,False
9073-ZZIAY,male,False,True,True,62,True,dsl,True,True,True,two year,electronic check,71.45,5215.25,False
3077-RSNTJ,female,False,True,True,6,True,no,False,False,False,month-to-month,mailed check,71.45,113.5,False
6551-GNYDG,female,False,True,True,14,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),71.45,1152.8,False
9167-APMXZ,female,False,False,False,22,True,fiber optic,False,False,True,month-to-month,bank transfer (automatic),71.45,1821.95,False
2749-CTKAJ,male,False,True,True,22,True,no,False,False,False,one year,mailed check,71.45,419.9,False
6371-NZYEG,male,False,True,True,16,True,dsl,True,False,True,two year,mailed check,71.45,1024.0,False
7554-NEWDD,male,False,False,False,10,True,no,False,False,False,two year,bank transfer (automatic),71.45,251.6,False
8992-VONJD,female,False,False,True,13,True,dsl,True,False,False,month-to-month,electronic check,71.45,764.55,False
0867-MKZVY,female,False,True,False,20,True,fiber optic,True,False,False,month-to-month,electronic check,71.45,1592.35,True
4482-EWFMI,female,False,False,False,2,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,135.2,False
4648-YPBTM,male,False,False,False,53,True,dsl,False,True,False,two year,bank transfer (automatic),71.45,3958.25,False
2907-ILJBN,female,False,True,True,11,True,no,False,False,False,one year,mailed check,71.45,233.9,False
6345-FZOQH,male,False,True,False,69,True,no,False,False,False,two year,mailed check,71.45,1363.45,False
3376-BMGFE,female,False,False,False,4,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),71.45,273.0,True
5997-OPVFA,male,False,True,False,72,True,dsl,True,True,True,two year,bank transfer (automatic),71.45,6254.45,False
3445-HXXGF,male,True,True,False,58,True,dsl,False,False,False,month-to-month,electronic check,71.45,2651.2,True
1159-WFSGR,female,False,True,True,16,True,no,False,False,False,month-to-month,electronic check,71.45,321.4,False
7654-YWJUF,male,False,True,False,43,True,fiber optic,True,True,False,one year,bank transfer (automatic),71.45,3539.25,False
1875-QIVME,female,False,True,False,2,True,fiber optic,False,True,True,month-to-month,electronic check,71.45,242.8,True
6727-IOTLZ,male,False,True,False,14,True,dsl,False,True,True,two year,mailed check,71.45,1181.75,False
0691-JVSYA,female,False,True,False,53,True,fiber optic,False,False,True,one year,bank transfer (automatic),71.45,5000.2,True
5918-VUKWP,female,False,False,False,32,True,no,False,False,False,one year,bank transfer (automatic),71.45,654.55,False
1744-JHKYS,female,False,True,False,34,True,no,False,False,False,month-to-month,electronic check,71.45,780.2,False
2656-FMOKZ,female,True,False,False,15,True,fiber optic,False,False,False,month-to-month,mailed check,71.45,1145.7,True
2070-FNEXE,female,True,False,False,7,True,fiber optic,True,False,False,month-to-month,bank transfer (automatic),71.45,503.6,True
5947-SGKCL,female,False,True,True,15,True,fiber optic,False,False,True,month-to-month,bank transfer (automatic),71.45,1559.25,False
3712-PKXZA,male,False,True,False,61,True,no,False,False,False,one year,credit card (automatic),71.45,1252.0,False
6317-YPKDH,female,False,False,False,1,True,dsl,False,False,False,month-to-month,bank transfer (automatic),71.45,29.95,True
6582-OIVSP,female,False,False,False,1,True,dsl,False,False,False,month-to-month,mailed check,71.45,45.3,False
9367-WXLCH,male,False,False,False,8,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),71.45,662.65,True
5524-KHNJP,male,False,True,True,33,True,dsl,True,False,True,one year,credit card (automatic),71.45,2453.3,False
1918-ZBFQJ,female,False,False,False,13,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,1111.65,True
1024-GUALD,female,False,True,False,1,True,dsl,False,False,False,month-to-month,electronic check,71.45,24.8,True
4827-USJHP,male,False,False,False,20,True,dsl,False,False,False,month-to-month,mailed check,71.45,1023.85,False
8167-GJLRN,male,False,False,False,3,True,dsl,False,True,False,month-to-month,electronic check,71.45,82.15,False
0956-SYCWG,female,False,False,False,13,True,no,False,False,False,one year,electronic check,71.45,244.8,False
8017-UVSZU,female,False,True,False,40,True,dsl,False,False,False,month-to-month,credit card (automatic),71.45,2379.1,False
7100-FQPRV,male,False,True,True,43,True,dsl,True,True,False,one year,credit card (automatic),71.45,3173.35,False
2472-OVKUP,male,False,True,False,6,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,531.0,True
2984-RGEYA,female,False,True,True,69,True,no,False,False,False,two year,bank transfer (automatic),71.45,1375.4,False
9680-NIAUV,female,False,True,True,72,True,fiber optic,True,False,True,two year,credit card (automatic),71.45,8129.3,False
2146-EGVDT,male,False,True,True,59,True,no,False,False,False,two year,credit card (automatic),71.45,1192.7,False
2604-IJPDU,female,False,True,False,20,True,fiber optic,True,True,True,month-to-month,electronic check,71.45,1901.65,False
9178-JHUVJ,male,False,True,True,24,True,no,False,False,False,two year,bank transfer (automatic),71.45,587.4,False
6168-YBYNP,male,False,False,False,59,True,fiber optic,False,True,True,month-to-month,electronic check,71.45,6519.75,False
7255-SSFBC,male,False,True,True,72,True,fiber optic,False,True,True,two year,bank transfer (automatic),71.45,8041.65,False
3645-DEYGF,male,False,False,True,1,True,no,False,False,False,month-to-month,mailed check,71.45,20.75,False
9323-HGFWY,female,False,True,False,27,True,fiber optic,True,True,True,one year,credit card (automatic),71.45,2681.15,False
8544-GOQSH,female,False,False,False,14,True,fiber optic,False,True,False,month-to-month,credit card (automatic),71.45,1112.3,False
3363-DTIVD,male,False,True,True,71,True,fiber optic,True,False,True,two year,electronic check,71.45,7405.5,False
7018-WBJNK,male,False,False,True,13,True,fiber optic,False,False,True,month-to-month,credit card (automatic),71.45,1033.95,False
9142-KZXOP,male,False,False,False,44,True,fiber optic,False,False,False,month-to-month,credit card (automatic),71.45,2958.95,False
7674-YTAFD,female,False,False,False,33,True,fiber optic,False,True,False,one year,bank transfer (automatic),71.45,2684.85,False
6348-SNFUS,male,False,True,True,72,True,dsl,True,True,False,two year,credit card (automatic),71.45,4179.2,False
1285-OKIPP,male,False,False,False,1,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,79.9,True
7825-ECJRF,female,False,False,False,19,True,fiber optic,True,True,True,month-to-month,electronic check,71.45,1934.45,True
1347-KTTTA,male,False,True,False,64,True,fiber optic,False,True,True,one year,credit card (automatic),71.45,6654.1,False
7841-TZDMQ,male,False,False,False,2,True,dsl,False,False,False,month-to-month,credit card (automatic),71.45,84.5,True
4195-NZGTA,female,False,False,False,1,True,dsl,False,False,False,month-to-month,electronic check,71.45,25.25,False
7157-SMCFK,male,False,False,True,61,True,no,False,False,False,two year,mailed check,71.45,1124.2,False
4709-LKHYG,female,False,True,True,29,True,no,False,False,False,one year,electronic check,71.45,540.05,False
2504-DSHIH,male,True,True,False,23,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,1975.85,False
0699-NDKJM,female,False,True,False,57,True,dsl,True,False,True,month-to-month,bank transfer (automatic),71.45,3437.45,False
9286-BHDQG,male,False,True,True,72,True,dsl,True,True,False,two year,credit card (automatic),71.45,3139.8,False
0230-WEQUW,male,False,True,False,66,True,dsl,True,True,True,two year,bank transfer (automatic),71.45,3789.2,False
2040-LDIWQ,male,False,True,True,65,True,dsl,False,True,True,two year,bank transfer (automatic),71.45,5324.5,False
6496-JDSSB,female,False,False,False,8,True,fiber optic,False,False,True,month-to-month,bank transfer (automatic),71.45,624.6,False
9408-SSNVZ,female,False,False,False,4,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,268.35,True
4443-EMBNA,female,False,True,False,71,True,no,False,False,False,two year,bank transfer (automatic),71.45,1836.9,False
6469-MRVET,male,False,True,True,1,True,no,False,False,False,one year,electronic check,71.45,20.2,False
0742-MOABM,male,False,True,False,4,True,dsl,False,True,False,month-to-month,mailed check,71.45,179.35,True
5961-VUSRV,female,False,False,False,12,True,no,False,False,False,one year,bank transfer (automatic),71.45,219.35,False
6778-JFCMK,male,False,False,False,24,True,dsl,True,False,True,one year,mailed check,71.45,1288.75,False
6341-JVQGF,female,False,True,True,31,True,dsl,True,True,True,one year,mailed check,71.45,2545.75,False
2232-DMLXU,female,False,True,False,1,True,dsl,False,False,True,month-to-month,mailed check,71.45,55.2,True
4811-JBUVU,male,False,False,False,30,True,fiber optic,False,True,False,month-to-month,credit card (automatic),71.45,2723.15,False
0945-TSONX,female,False,True,True,47,True,dsl,True,True,True,two year,credit card (automatic),71.45,4107.25,False
2651-ZCBXV,male,False,False,False,54,True,fiber optic,True,True,True,two year,credit card (automatic),71.45,5760.65,False
3316-UWXUY,male,False,False,False,50,True,fiber optic,True,True,False,month-to-month,credit card (automatic),71.45,4747.5,False
8937-RDTHP,male,False,False,False,1,True,fiber optic,True,False,False,month-to-month,mailed check,71.45,84.6,True
7083-MIOPC,female,False,False,False,72,True,no,False,False,False,two year,credit card (automatic),71.45,1566.9,False
1984-GPTEH,female,False,False,False,29,True,no,False,False,False,month-to-month,electronic check,71.45,702.0,False
1251-KRREG,male,False,False,False,2,True,dsl,False,False,False,month-to-month,mailed check,71.45,114.1,True
0621-JFHOL,female,False,False,False,10,True,dsl,False,True,False,two year,mailed check,71.45,299.05,False
9903-LYSAB,male,False,True,False,18,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,1305.95,False
0094-OIFMO,female,True,False,False,11,True,fiber optic,False,False,True,month-to-month,electronic check,71.45,1120.3,True
9227-UAQFT,male,False,False,False,16,True,no,False,False,False,two year,mailed check,71.45,284.35,False
7301-ABVAD,female,False,False,False,72,True,dsl,False,True,True,two year,bank transfer (automatic),71.45,6350.5,False
6614-FHDBO,male,False,False,False,72,True,fiber optic,False,True,True,two year,bank transfer (automatic),71.45,7878.3,False
7576-ASEJU,female,False,True,True,41,True,dsl,True,True,True,one year,credit card (automatic),71.45,3187.65,False
9058-HRZSV,female,True,True,False,65,True,fiber optic,True,False,False,month-to-month,electronic check,71.45,6126.15,False
4522-AKYLR,female,True,False,False,13,True,dsl,False,False,False,month-to-month,electronic check,71.45,731.3,False
0221-WMXNQ,male,True,False,False,4,True,fiber optic,True,False,False,month-to-month,electronic check,71.45,273.4,False
0303-UNCIP,male,False,False,False,41,True,dsl,False,False,False,one year,mailed check,71.45,2531.8,False
9947-OTFQU,male,True,False,False,15,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,1074.3,True
0322-YINQP,male,False,False,False,1,True,dsl,True,False,False,month-to-month,mailed check,71.45,48.55,True
0959-WHOKV,male,False,False,False,42,True,fiber optic,True,False,False,one year,electronic check,71.45,4298.45,False
4075-JFPGR,female,False,True,False,51,True,fiber optic,True,False,True,one year,electronic check,71.45,4619.55,False
4629-NRXKX,female,False,True,True,2,True,fiber optic,False,False,False,month-to-month,electronic check,71.45,147.15,True
9514-JDSKI,male,True,True,False,1,True,dsl,False,False,True,month-to-month,electronic check,71.45,40.2,True
3282-ZISZV,male,False,False,True,32,True,dsl,False,True,True,one year,credit card (automatic),71.45,2633.3,False
3675-YDUPJ,male,False,False,False,10,True,no,False,False,False,month-to-month,mailed check,71.45,193.05,False
4111-BNXIF,female,False,True,True,67,True,dsl,False,True,True,two year,electronic check,71.45,4103.9,False
7017-VFHAY,female,False,True,True,61,True,fiber optic,True,True,True,two year,credit card (automatic),71.45,7008.15,False
6655-LHBYW,male,False,False,False,50,True,fiber optic,True,True,True,one year,credit card (automatic),71.45,5791.1,False
4959-JOSRX,female,False,True,False,2,True,dsl,False,False,False,month-to-month,credit card (automatic),71.45,80.55,True
5046-NUHWD,female,True,True,False,29,True,dsl,True,False,False,month-to-month,electronic check,71.45,1228.65,False
7273-TEFQD,male,True,False,False,3,True,dsl,False,False,False,month-to-month,electronic check,71.45,132.2,True
3606-TWKGI,male,True,False,False,13,True,fiber optic,False,False,True,month-to-month,electronic check,71.45,1364.3,True
